2011,Publicly traded,2184
2012,Publicly traded,2101
2013,Publicly traded,1979
2014,Publicly traded,1869
2015,Publicly traded,1634
2016,Publicly traded,1382
1999,Publicly traded,79
2000,Publicly traded,215
2001,Publicly traded,329
2002,Publicly traded,345
2003,Publicly traded,506
2004,Publicly traded,901
2005,Publicly traded,1346
2006,Publicly traded,1581
2011,Publicly traded,1651
2012,Publicly traded,1617
2013,Publicly traded,1448
2014,Publicly traded,1317
2015,Publicly traded,1058
2016,Publicly traded,791
1998,Publicly traded,129
1999,Publicly traded,128
2000,Publicly traded,146
2001,Publicly traded,175
2002,Publicly traded,271
2003,Publicly traded,215
2004,Publicly traded,378
2005,Publicly traded,155
2006,Publicly traded,323
2007,Publicly traded,656
2008,Publicly traded,495
2009,Publicly traded,624
2010,Publicly traded,653
2011,Publicly traded,697
2012,Publicly traded,468
2013,Publicly traded,558
2014,Publicly traded,547
2015,Publicly traded,429
2016,Publicly traded,473
1998,Publicly traded,928
1999,Publicly traded,918
2000,Publicly traded,983
2001,Publicly traded,1653
2002,Publicly traded,1840
2003,Publicly traded,720
2004,Publicly traded,1211
2005,Publicly traded,1041
2006,Publicly traded,585
2007,Publicly traded,1293
2008,Publicly traded,1380
2009,Publicly traded,1307
2010,Publicly traded,1402
2011,Publicly traded,1521
2012,Publicly traded,1256
2013,Publicly traded,1363
2014,Publicly traded,1354
2015,Publicly traded,1297
2016,Publicly traded,1173
1998,Publicly traded,481
1999,Publicly traded,483
2000,Publicly traded,502
2001,Publicly traded,592
2002,Publicly traded,763
2003,Publicly traded,538
2004,Publicly traded,1046
2005,Publicly traded,1337
2006,Publicly traded,373
2007,Publicly traded,329
2008,Publicly traded,1055
2009,Publicly traded,1074
2010,Publicly traded,1235
2011,Publicly traded,1215
2012,Publicly traded,946
2013,Publicly traded,800
2014,Publicly traded,896
2015,Publicly traded,812
2016,Publicly traded,754
1998,Publicly traded,462
1999,Publicly traded,403
2000,Publicly traded,383
2001,Publicly traded,355
2002,Publicly traded,407
2003,Publicly traded,476
2004,Publicly traded,515
2005,Publicly traded,671
2006,Publicly traded,874
2007,Publicly traded,862
2008,Publicly traded,1051
2009,Publicly traded,1182
2010,Publicly traded,1288
2011,Publicly traded,943
2012,Publicly traded,1067
2013,Publicly traded,870
2014,Publicly traded,792
2015,Publicly traded,789
2016,Publicly traded,828
2000,Publicly traded,466
2001,Publicly traded,394
2002,Publicly traded,363
2003,Publicly traded,478
2004,Publicly traded,591
2005,Publicly traded,986
2006,Publicly traded,649
2007,Publicly traded,745
2008,Publicly traded,179
2009,Publicly traded,652
2010,Publicly traded,627
2011,Publicly traded,542
2012,Publicly traded,349
2013,Publicly traded,317
2014,Publicly traded,267
2000,Publicly traded,434
2001,Publicly traded,1098
2002,Publicly traded,1142
2003,Publicly traded,1275
2004,Publicly traded,1556
2005,Publicly traded,1007
2006,Publicly traded,693
2007,Publicly traded,768
2008,Publicly traded,203
2009,Publicly traded,294
2010,Publicly traded,1090
2011,Publicly traded,864
2012,Publicly traded,746
2013,Publicly traded,699
2014,Publicly traded,696
2015,Publicly traded,596
2000,Publicly traded,404
2001,Publicly traded,420
2002,Publicly traded,380
2003,Publicly traded,730
2004,Publicly traded,1333
2005,Publicly traded,893
2006,Publicly traded,946
2007,Publicly traded,550
2008,Publicly traded,171
2009,Publicly traded,362
2010,Publicly traded,608
2011,Publicly traded,341
2012,Publicly traded,302
2013,Publicly traded,279
2014,Publicly traded,232
2000,Publicly traded,27
2001,Publicly traded,198
2002,Publicly traded,953
2003,Publicly traded,609
2004,Publicly traded,1360
2005,Publicly traded,1015
2006,Publicly traded,605
2007,Publicly traded,490
2008,Publicly traded,126
2009,Publicly traded,437
2010,Publicly traded,672
2011,Publicly traded,522
2012,Publicly traded,407
2013,Publicly traded,301
2014,Publicly traded,172
2000,Publicly traded,453
2001,Publicly traded,464
2002,Publicly traded,559
2003,Publicly traded,1393
2004,Publicly traded,1397
2005,Publicly traded,1020
2006,Publicly traded,791
2007,Publicly traded,752
2008,Publicly traded,177
2009,Publicly traded,398
2010,Publicly traded,962
2011,Publicly traded,758
2012,Publicly traded,569
2013,Publicly traded,533
2014,Publicly traded,494
2015,Publicly traded,424
2000,Publicly traded,552
2001,Publicly traded,647
2002,Publicly traded,525
2003,Publicly traded,601
2004,Publicly traded,1771
2005,Publicly traded,1050
2006,Publicly traded,813
2007,Publicly traded,1502
2008,Publicly traded,705
2009,Publicly traded,333
2010,Publicly traded,737
2011,Publicly traded,727
2012,Publicly traded,560
2013,Publicly traded,668
2014,Publicly traded,561
2015,Publicly traded,439
1990,Publicly traded,880
1991,Publicly traded,600
1992,Publicly traded,1440
1993,Publicly traded,1438
1994,Publicly traded,869
1995,Publicly traded,448
2000,Publicly traded,357
2001,Publicly traded,850
2002,Publicly traded,743
2003,Publicly traded,643
2004,Publicly traded,1826
2005,Publicly traded,1217
2006,Publicly traded,943
2007,Publicly traded,613
2008,Publicly traded,233
2009,Publicly traded,790
2010,Publicly traded,1267
2011,Publicly traded,847
2012,Publicly traded,755
2013,Publicly traded,820
2014,Publicly traded,747
2015,Publicly traded,737
2009,Publicly traded,509
2010,Publicly traded,598
2011,Publicly traded,644
2012,Publicly traded,613
2013,Publicly traded,577
2014,Publicly traded,514
2015,Publicly traded,498
2016,Publicly traded,515
1996,Publicly traded,206
1997,Publicly traded,278
1998,Publicly traded,259
1999,Publicly traded,205
2000,Publicly traded,277
2001,Publicly traded,552
2002,Publicly traded,451
2003,Publicly traded,506
2004,Publicly traded,351
2005,Publicly traded,426
2006,Publicly traded,426
2003,Publicly traded,199
2004,Publicly traded,315
2005,Publicly traded,469
2006,Publicly traded,580
2011,Publicly traded,867
2012,Publicly traded,775
2013,Publicly traded,652
2014,Publicly traded,559
2015,Publicly traded,438
2016,Publicly traded,330
2001,Publicly traded,1451
2002,Publicly traded,1728
2004,Publicly traded,1397
2005,Publicly traded,1585
2006,Publicly traded,1704
2007,Publicly traded,1554
2008,Publicly traded,1499
2009,Publicly traded,490
2010,Publicly traded,1926
2011,Publicly traded,2015
2012,Publicly traded,1724
2013,Publicly traded,1452
2014,Publicly traded,1199
2015,Publicly traded,805
1996,Publicly traded,443
1997,Publicly traded,413
1998,Publicly traded,375
1999,Publicly traded,327
2000,Publicly traded,379
2001,Publicly traded,478
2002,Publicly traded,569
2003,Publicly traded,660
2004,Publicly traded,569
2005,Publicly traded,513
2006,Publicly traded,527
1996,Publicly traded,488
1997,Publicly traded,566
1998,Publicly traded,550
1999,Publicly traded,451
2000,Publicly traded,541
2001,Publicly traded,551
2002,Publicly traded,773
2003,Publicly traded,775
2004,Publicly traded,644
2005,Publicly traded,627
2006,Publicly traded,717
1996,Publicly traded,585
1997,Publicly traded,516
1998,Publicly traded,507
1999,Publicly traded,395
2000,Publicly traded,560
2001,Publicly traded,444
2002,Publicly traded,552
2003,Publicly traded,673
2004,Publicly traded,726
2005,Publicly traded,595
2006,Publicly traded,487
2002,Publicly traded,2082
2003,Publicly traded,4565
2004,Publicly traded,8227
2005,Publicly traded,13553
2006,Publicly traded,22168
2007,Publicly traded,27412
2008,Publicly traded,29455
2009,Publicly traded,34779
2010,Publicly traded,40714
2011,Publicly traded,47456
2012,Publicly traded,48982
2013,Publicly traded,50209
2014,Publicly traded,51016
2015,Publicly traded,52188
2016,Publicly traded,52799
2009,Publicly traded,6001
2010,Publicly traded,6381
2011,Publicly traded,6469
2012,Publicly traded,4657
2013,Publicly traded,4301
2014,Publicly traded,4336
2015,Publicly traded,4738
2016,Publicly traded,1272
2002,Publicly traded,460
2003,Publicly traded,489
2004,Publicly traded,497
2005,Publicly traded,422
2006,Publicly traded,488
2011,Publicly traded,468
2012,Publicly traded,511
2013,Publicly traded,470
2014,Publicly traded,431
2015,Publicly traded,353
2016,Publicly traded,339
2007,Publicly traded,36
2008,Publicly traded,61
2009,Publicly traded,73
2010,Publicly traded,88
2011,Publicly traded,87
2012,Publicly traded,90
2013,Publicly traded,82
2014,Publicly traded,90
2015,Publicly traded,75
2016,Publicly traded,77
2000,Publicly traded,446
2001,Publicly traded,578
2002,Publicly traded,1259
2003,Publicly traded,584
2004,Publicly traded,599
2005,Publicly traded,935
2006,Publicly traded,440
2007,Publicly traded,371
2008,Publicly traded,160
2009,Publicly traded,632
2010,Publicly traded,790
2011,Publicly traded,719
2012,Publicly traded,498
2013,Publicly traded,435
2014,Publicly traded,389
2015,Publicly traded,330
2016,Publicly traded,209
1996,Publicly traded,686
1997,Publicly traded,302
1998,Publicly traded,229
1999,Publicly traded,238
2000,Publicly traded,240
2001,Publicly traded,321
2002,Publicly traded,500
2003,Publicly traded,616
2004,Publicly traded,426
2005,Publicly traded,454
2006,Publicly traded,503
1998,Publicly traded,1694
1999,Publicly traded,1747
2000,Publicly traded,1977
2001,Publicly traded,2090
2002,Publicly traded,2221
2003,Publicly traded,2169
2004,Publicly traded,2226
2005,Publicly traded,2212
2006,Publicly traded,2886
2011,Publicly traded,2235
2012,Publicly traded,2050
2013,Publicly traded,1972
2014,Publicly traded,1794
2015,Publicly traded,1414
2016,Publicly traded,1145
1997,Publicly traded,1700
1998,Publicly traded,2769
1999,Publicly traded,2114
2000,Publicly traded,1764
2001,Publicly traded,1851
2002,Publicly traded,1680
2003,Publicly traded,1770
2004,Publicly traded,1904
2005,Publicly traded,1960
2006,Publicly traded,2316
2007,Publicly traded,2299
2008,Publicly traded,2320
2009,Publicly traded,2359
2010,Publicly traded,2690
2011,Publicly traded,2947
2012,Publicly traded,3020
2013,Publicly traded,2408
2014,Publicly traded,2049
2015,Publicly traded,1566
2016,Publicly traded,1448
2006,Publicly traded,206
2007,Publicly traded,295
2008,Publicly traded,290
2009,Publicly traded,239
2010,Publicly traded,126
2011,Publicly traded,315
2012,Publicly traded,293
2013,Publicly traded,262
2014,Publicly traded,275
2015,Publicly traded,252
2016,Publicly traded,57
1996,Publicly traded,383
1997,Publicly traded,360
1998,Publicly traded,334
1999,Publicly traded,373
2000,Publicly traded,368
2006,Publicly traded,1100
2007,Publicly traded,788
2008,Publicly traded,863
2009,Publicly traded,915
2010,Publicly traded,1225
2011,Publicly traded,1233
2012,Publicly traded,1195
2013,Publicly traded,1436
2014,Publicly traded,1262
2015,Publicly traded,1263
2016,Publicly traded,1054
2003,Publicly traded,146
2009,Publicly traded,276
2010,Publicly traded,343
2011,Publicly traded,404
2012,Publicly traded,391
2013,Publicly traded,357
2014,Publicly traded,281
2015,Publicly traded,253
2016,Publicly traded,221
2009,Publicly traded,274
2010,Publicly traded,362
2011,Publicly traded,440
2012,Publicly traded,329
2013,Publicly traded,269
2014,Publicly traded,258
2015,Publicly traded,218
2016,Publicly traded,38
2000,Publicly traded,596
2001,Publicly traded,330
2002,Publicly traded,293
2003,Publicly traded,914
2004,Publicly traded,1096
2005,Publicly traded,1129
2006,Publicly traded,964
2007,Publicly traded,936
2008,Publicly traded,649
2009,Publicly traded,850
2010,Publicly traded,1021
2011,Publicly traded,752
2012,Publicly traded,460
2013,Publicly traded,407
2014,Publicly traded,371
2015,Publicly traded,342
2016,Publicly traded,232
2006,Publicly traded,38
2007,Publicly traded,75
2008,Publicly traded,51
2009,Publicly traded,23
2006,Publicly traded,77
2007,Publicly traded,131
2008,Publicly traded,154
2009,Publicly traded,90
2010,Publicly traded,166
2011,Publicly traded,146
2012,Publicly traded,141
2013,Publicly traded,145
2014,Publicly traded,161
2015,Publicly traded,132
2016,Publicly traded,79
2009,Publicly traded,702
2010,Publicly traded,779
2011,Publicly traded,950
2012,Publicly traded,1174
2013,Publicly traded,1117
2014,Publicly traded,837
2015,Publicly traded,715
2016,Publicly traded,619
2010,Publicly traded,273
2011,Publicly traded,320
2012,Publicly traded,392
2013,Publicly traded,134
2014,Publicly traded,304
2015,Publicly traded,279
2016,Publicly traded,324
2010,Publicly traded,1365
2011,Publicly traded,1609
2012,Publicly traded,1317
2013,Publicly traded,1069
2014,Publicly traded,655
2015,Publicly traded,1025
2016,Publicly traded,875
2000,Publicly traded,927
2001,Publicly traded,554
2002,Publicly traded,535
2003,Publicly traded,742
2004,Publicly traded,1154
2005,Publicly traded,1207
2006,Publicly traded,950
2007,Publicly traded,765
2008,Publicly traded,919
2009,Publicly traded,423
2010,Publicly traded,93
2011,Publicly traded,148
2012,Publicly traded,318
2013,Publicly traded,272
2014,Publicly traded,62
2006,Publicly traded,566
2007,Publicly traded,617
2008,Publicly traded,637
2009,Publicly traded,709
2010,Publicly traded,1099
2011,Publicly traded,1110
2012,Publicly traded,778
2013,Publicly traded,596
2014,Publicly traded,465
2015,Publicly traded,459
2016,Publicly traded,454
1997,Publicly traded,8172
1998,Publicly traded,9079
1999,Publicly traded,10428
2000,Publicly traded,10984
2001,Publicly traded,12096
2002,Publicly traded,14009
2003,Publicly traded,16456
2004,Publicly traded,20138
2005,Publicly traded,23667
2006,Publicly traded,27309
2007,Publicly traded,30654
2008,Publicly traded,35754
2009,Publicly traded,45491
2010,Publicly traded,54325
2011,Publicly traded,20782
2012,Publicly traded,17903
2013,Publicly traded,14127
2014,Publicly traded,12095
2015,Publicly traded,10915
2016,Publicly traded,1203
2005,Publicly traded,351
2006,Publicly traded,479
2007,Publicly traded,285
2008,Publicly traded,91
2009,Publicly traded,286
2010,Publicly traded,765
2011,Publicly traded,943
2012,Publicly traded,873
2013,Publicly traded,1010
2014,Publicly traded,689
2015,Publicly traded,400
2016,Publicly traded,234
1998,Publicly traded,2300
1999,Publicly traded,2392
2000,Publicly traded,2746
2001,Publicly traded,3145
2002,Publicly traded,3511
2003,Publicly traded,3554
2004,Publicly traded,3641
2005,Publicly traded,3441
2006,Publicly traded,3261
2011,Publicly traded,2953
2012,Publicly traded,2543
2013,Publicly traded,2239
2014,Publicly traded,1924
2015,Publicly traded,1514
2016,Publicly traded,1274
2004,Publicly traded,447
2005,Publicly traded,502
2006,Publicly traded,559
2011,Publicly traded,947
2012,Publicly traded,991
2013,Publicly traded,1029
2014,Publicly traded,1109
2015,Publicly traded,1081
2016,Publicly traded,1114
1996,Publicly traded,281
1997,Publicly traded,320
1998,Publicly traded,246
1999,Publicly traded,169
2000,Publicly traded,183
2001,Publicly traded,276
2002,Publicly traded,512
2003,Publicly traded,654
2004,Publicly traded,461
2005,Publicly traded,397
2006,Publicly traded,414
1996,Publicly traded,425
1997,Publicly traded,418
1998,Publicly traded,488
1999,Publicly traded,420
2000,Publicly traded,384
2001,Publicly traded,349
2002,Publicly traded,715
2003,Publicly traded,816
2004,Publicly traded,475
2005,Publicly traded,367
2006,Publicly traded,440
1996,Publicly traded,388
1997,Publicly traded,364
1998,Publicly traded,302
1999,Publicly traded,175
2000,Publicly traded,243
2001,Publicly traded,481
2002,Publicly traded,460
2003,Publicly traded,745
2004,Publicly traded,552
2005,Publicly traded,505
2006,Publicly traded,584
2000,Publicly traded,691
2001,Publicly traded,1483
2002,Publicly traded,2821
2003,Publicly traded,1869
2004,Publicly traded,1612
2005,Publicly traded,1594
2006,Publicly traded,2319
